rank,ime,drzava,rating,letnik
40,"Rapport, Richard",HUN,2709,1996
41,"Vallejo Pons, Francisco",ESP,2708,1982
42,"Fressinet, Laurent",FRA,2707,1981
43,"Inarkiev, Ernesto",RUS,2706,1985
44,"Wei, Yi",CHN,2706,1999
45,"Malakhov, Vladimir",RUS,2706,1980
46,"Ni, Hua",CHN,2704,1983
47,"Jobava, Baadur",GEO,2699,1983
48,"Rublevsky, Sergei",RUS,2698,1974
49,"Almasi, Zoltan",HUN,2695,1976
50,"Kryvoruchko, Yuriy",UKR,2695,1986
51,"Korobov, Anton",UKR,2694,1985
52,"Matlakov, Maxim",RUS,2693,1991
53,"Moiseenko, Alexander",UKR,2693,1980
54,"Lysyj, Igor",RUS,2691,1987
55,"Bruzon Batista, Lazaro",CUB,2691,1982
56,"Shirov, Alexei",LAT,2691,1972
57,"Riazantsev, Alexander",RUS,2688,1985
58,"Howell, David W L",ENG,2686,1990
59,"Hou, Yifan",CHN,2686,1994
60,"McShane, Luke J",ENG,2686,1984
61,"Kamsky, Gata",USA,2683,1974
62,"Sasikiran, Krishnan",IND,2682,1981
63,"Bu, Xiangzhi",CHN,2681,1985
64,"Melkumyan, Hrant",ARM,2676,1989
65,"Le, Quang Liem",VIE,2676,1991
66,"Cheparinov, Ivan",BUL,2675,1986
67,"Polgar, Judit",HUN,2675,1976
68,"Zhigalko, Sergei",BLR,2675,1989
69,"Fedoseev, Vladimir",RUS,2674,1995
70,"Grachev, Boris",RUS,2673,1986
71,"Petrosian, Tigran L.",ARM,2671,1984
72,"Sjugirov, Sanan",RUS,2669,1993
73,"Onischuk, Alexander",USA,2669,1975
74,"Sargissian, Gabriel",ARM,2668,1983
75,"Kuzubov, Yuriy",UKR,2667,1990
76,"Alekseev, Evgeny",RUS,2665,1985
77,"Van Wely, Loek",NED,2665,1972
78,"Movsesian, Sergei",ARM,2665,1978
79,"Artemiev, Vladislav",RUS,2664,1998
80,"Negi, Parimarjan",IND,2664,1993
81,"Areshchenko, Alexander",UKR,2664,1986
82,"Laznicka, Viktor",CZE,2664,1988
83,"Berkes, Ferenc",HUN,2664,1985
84,"Short, Nigel D",ENG,2664,1965
85,"Tiviakov, Sergei",NED,2662,1973
86,"Ragger, Markus",AUT,2661,1988
87,"Kovalenko, Igor",LAT,2661,1988
88,"Shankland, Samuel L",USA,2661,1991
89,"Nielsen, Peter Heine",DEN,2660,1973
90,"Akopian, Vladimir",ARM,2660,1971
91,"Nguyen, Ngoc Truong Son",VIE,2659,1990
92,"Mamedov, Rauf",AZE,2658,1988
93,"Sadler, Matthew D",ENG,2658,1974
94,"Zvjaginsev, Vadim",RUS,2658,1976
95,"Efimenko, Zahar",UKR,2657,1985
96,"Robson, Ray",USA,2656,1994
97,"Balogh, Csaba",HUN,2655,1987
98,"Rodshtein, Maxim",ISR,2654,1989
99,"Motylev, Alexander",RUS,2653,1979
100,"Meier, Georg",GER,2652,1987
1,"Carlsen, Magnus",NOR,2863,1990
2,"Caruana, Fabiano",ITA,2802,1992
3,"Nakamura, Hikaru",USA,2798,1987
4,"Topalov, Veselin",BUL,2798,1975
5,"Grischuk, Alexander",RUS,2794,1983
6,"Anand, Viswanathan",IND,2791,1969
7,"Giri, Anish",NED,2790,1994
8,"So, Wesley",USA,2788,1993
9,"Kramnik, Vladimir",RUS,2783,1975
10,"Aronian, Levon",ARM,2770,1982
11,"Vachier-Lagrave, Maxime",FRA,2762,1990
12,"Karjakin, Sergey",RUS,2757,1990
13,"Mamedyarov, Shakhriyar",AZE,2754,1985
14,"Ding, Liren",CHN,2751,1992
15,"Gelfand, Boris",ISR,2747,1968
16,"Adams, Michael",ENG,2746,1971
17,"Tomashevsky, Evgeny",RUS,2745,1987
18,"Navara, David",CZE,2744,1985
19,"Jakovenko, Dmitry",RUS,2744,1983
20,"Wojtaszek, Radoslaw",POL,2738,1987
21,"Radjabov, Teimour",AZE,2738,1987
22,"Vitiugov, Nikita",RUS,2736,1987
23,"Svidler, Peter",RUS,2734,1976
24,"Eljanov, Pavel",UKR,2733,1983
25,"Harikrishna, P.",IND,2731,1986
26,"Ivanchuk, Vassily",UKR,2731,1969
27,"Li, Chao b",CHN,2730,1989
28,"Dominguez Perez, Leinier",CUB,2729,1983
29,"Wang, Yue",CHN,2726,1987
30,"Yu, Yangyi",CHN,2724,1994
31,"Andreikin, Dmitry",RUS,2723,1990
32,"Naiditsch, Arkadij",GER,2720,1985
33,"Nepomniachtchi, Ian",RUS,2716,1990
34,"Ponomariov, Ruslan",UKR,2714,1983
35,"Leko, Peter",HUN,2713,1979
36,"Wang, Hao",CHN,2713,1989
37,"Fressinet, Laurent",FRA,2712,1981
38,"Kasimdzhanov, Rustam",UZB,2712,1979
39,"Morozevich, Alexander",RUS,2711,1977
40,"Rapport, Richard",HUN,2710,1996
41,"Korobov, Anton",UKR,2707,1985
42,"Bacrot, Etienne",FRA,2706,1983
43,"Malakhov, Vladimir",RUS,2706,1980
44,"Ni, Hua",CHN,2704,1983
45,"Wei, Yi",CHN,2703,1999
46,"Matlakov, Maxim",RUS,2699,1991
47,"Jobava, Baadur",GEO,2699,1983
48,"Almasi, Zoltan",HUN,2698,1976
49,"Rublevsky, Sergei",RUS,2698,1974
50,"Moiseenko, Alexander",UKR,2697,1980
51,"Vallejo Pons, Francisco",ESP,2696,1982
52,"Le, Quang Liem",VIE,2693,1991
53,"Shirov, Alexei",LAT,2691,1972
54,"Bruzon Batista, Lazaro",CUB,2691,1982
55,"Lysyj, Igor",RUS,2691,1987
56,"Inarkiev, Ernesto",RUS,2690,1985
57,"Howell, David W L",ENG,2687,1990
58,"Kryvoruchko, Yuriy",UKR,2686,1986
59,"Hou, Yifan",CHN,2686,1994
60,"McShane, Luke J",ENG,2685,1984
61,"Bu, Xiangzhi",CHN,2681,1985
62,"Cheparinov, Ivan",BUL,2680,1986
63,"Kamsky, Gata",USA,2680,1974
64,"Short, Nigel D",ENG,2678,1965
65,"Sjugirov, Sanan",RUS,2677,1993
66,"Polgar, Judit",HUN,2675,1976
67,"Sargissian, Gabriel",ARM,2674,1983
68,"Fedoseev, Vladimir",RUS,2674,1995
69,"Grachev, Boris",RUS,2671,1986
70,"Riazantsev, Alexander",RUS,2671,1985
71,"Artemiev, Vladislav",RUS,2671,1998
72,"Rodshtein, Maxim",ISR,2667,1989
73,"Movsesian, Sergei",ARM,2665,1978
74,"Kovalenko, Igor",LAT,2665,1988
75,"Onischuk, Alexander",USA,2665,1975
76,"Ragger, Markus",AUT,2664,1988
77,"Negi, Parimarjan",IND,2664,1993
78,"Najer, Evgeniy",RUS,2663,1977
79,"Van Wely, Loek",NED,2663,1972
80,"Laznicka, Viktor",CZE,2662,1988
81,"Nguyen, Ngoc Truong Son",VIE,2662,1990
82,"Tiviakov, Sergei",NED,2662,1973
83,"Berkes, Ferenc",HUN,2661,1985
84,"Shankland, Samuel L",USA,2661,1991
85,"Volokitin, Andrei",UKR,2660,1986
86,"Petrosian, Tigran L.",ARM,2660,1984
87,"Khismatullin, Denis",RUS,2658,1984
88,"Kuzubov, Yuriy",UKR,2658,1990
89,"Sadler, Matthew D",ENG,2658,1974
90,"Zvjaginsev, Vadim",RUS,2658,1976
91,"Zhigalko, Sergei",BLR,2657,1989
92,"Akopian, Vladimir",ARM,2656,1971
93,"Efimenko, Zahar",UKR,2656,1985
94,"Robson, Ray",USA,2656,1994
95,"Nielsen, Peter Heine",DEN,2655,1973
96,"Alekseev, Evgeny",RUS,2654,1985
97,"Vovk, Andrey",UKR,2654,1991
98,"Sasikiran, Krishnan",IND,2654,1981
99,"Kempinski, Robert",POL,2653,1977
100,"Motylev, Alexander",RUS,2653,1979
101,"Meier, Georg",GER,2653,1987
1,"Carlsen, Magnus",NOR,2876,1990
2,"Anand, Viswanathan",IND,2804,1969
3,"Caruana, Fabiano",ITA,2803,1992
4,"Nakamura, Hikaru",USA,2799,1987
5,"Topalov, Veselin",BUL,2798,1975
6,"Grischuk, Alexander",RUS,2780,1983
7,"So, Wesley",USA,2778,1993
8,"Kramnik, Vladimir",RUS,2777,1975
9,"Giri, Anish",NED,2776,1994
10,"Aronian, Levon",ARM,2776,1982
11,"Ding, Liren",CHN,2757,1992
12,"Vachier-Lagrave, Maxime",FRA,2754,1990
13,"Karjakin, Sergey",RUS,2753,1990
14,"Navara, David",CZE,2751,1985
15,"Tomashevsky, Evgeny",RUS,2749,1987
16,"Li, Chao b",CHN,2748,1989
17,"Wojtaszek, Radoslaw",POL,2746,1987
18,"Gelfand, Boris",ISR,2744,1968
19,"Adams, Michael",ENG,2740,1971
20,"Jakovenko, Dmitry",RUS,2738,1983
21,"Radjabov, Teimour",AZE,2738,1987
22,"Vitiugov, Nikita",RUS,2736,1987
23,"Mamedyarov, Shakhriyar",AZE,2735,1985
24,"Dominguez Perez, Leinier",CUB,2734,1983
25,"Svidler, Peter",RUS,2734,1976
26,"Harikrishna, P.",IND,2733,1986
27,"Ivanchuk, Vassily",UKR,2733,1969
28,"Nepomniachtchi, Ian",RUS,2728,1990
29,"Wang, Yue",CHN,2724,1987
30,"Yu, Yangyi",CHN,2723,1994
31,"Andreikin, Dmitry",RUS,2723,1990
32,"Naiditsch, Arkadij",GER,2720,1985
33,"Wei, Yi",CHN,2718,1999
34,"Eljanov, Pavel",UKR,2718,1983
35,"Kasimdzhanov, Rustam",UZB,2715,1979
36,"Leko, Peter",HUN,2714,1979
37,"Fressinet, Laurent",FRA,2712,1981
38,"Ponomariov, Ruslan",UKR,2711,1983
39,"Morozevich, Alexander",RUS,2711,1977
40,"Wang, Hao",CHN,2710,1989
41,"Korobov, Anton",UKR,2708,1985
42,"Moiseenko, Alexander",UKR,2707,1980
43,"Bacrot, Etienne",FRA,2704,1983
44,"Malakhov, Vladimir",RUS,2702,1980
45,"Ni, Hua",CHN,2701,1983
46,"Almasi, Zoltan",HUN,2700,1976
47,"Kryvoruchko, Yuriy",UKR,2700,1986
48,"Jobava, Baadur",GEO,2699,1983
49,"Bu, Xiangzhi",CHN,2696,1985
50,"Howell, David W L",ENG,2696,1990
51,"Shirov, Alexei",LAT,2696,1972
52,"Matlakov, Maxim",RUS,2694,1991
53,"Le, Quang Liem",VIE,2693,1991
54,"Vallejo Pons, Francisco",ESP,2686,1982
55,"Hou, Yifan",CHN,2686,1994
56,"McShane, Luke J",ENG,2685,1984
57,"Bruzon Batista, Lazaro",CUB,2684,1982
58,"Fedoseev, Vladimir",RUS,2683,1995
59,"Short, Nigel D",ENG,2683,1965
60,"Rodshtein, Maxim",ISR,2682,1989
61,"Cheparinov, Ivan",BUL,2681,1986
62,"Lysyj, Igor",RUS,2677,1987
63,"Polgar, Judit",HUN,2675,1976
64,"Robson, Ray",USA,2674,1994
65,"Kamsky, Gata",USA,2673,1974
66,"Sargissian, Gabriel",ARM,2673,1983
67,"Rapport, Richard",HUN,2671,1996
68,"Artemiev, Vladislav",RUS,2671,1998
69,"Riazantsev, Alexander",RUS,2671,1985
70,"Sjugirov, Sanan",RUS,2670,1993
71,"Onischuk, Vladimir",UKR,2669,1991
72,"Ragger, Markus",AUT,2668,1988
73,"Grachev, Boris",RUS,2666,1986
74,"Khismatullin, Denis",RUS,2666,1984
75,"Hammer, Jon Ludvig",NOR,2665,1990
76,"Inarkiev, Ernesto",RUS,2664,1985
77,"Berkes, Ferenc",HUN,2664,1985
78,"Negi, Parimarjan",IND,2664,1993
79,"Najer, Evgeniy",RUS,2663,1977
80,"Onischuk, Alexander",USA,2662,1975
81,"Laznicka, Viktor",CZE,2662,1988
82,"Nguyen, Ngoc Truong Son",VIE,2662,1990
83,"Zvjaginsev, Vadim",RUS,2660,1976
84,"Dubov, Daniil",RUS,2659,1996
85,"Balogh, Csaba",HUN,2659,1987
86,"Smirin, Ilia",ISR,2658,1968
87,"Sadler, Matthew D",ENG,2658,1974
88,"Fedorchuk, Sergey A.",UKR,2657,1981
89,"Ivanisevic, Ivan",SRB,2657,1977
90,"Tkachiev, Vladislav",FRA,2657,1973
91,"Shankland, Samuel L",USA,2656,1991
92,"Areshchenko, Alexander",UKR,2656,1986
93,"Efimenko, Zahar",UKR,2656,1985
94,"Mamedov, Rauf",AZE,2655,1988
95,"Movsesian, Sergei",ARM,2655,1978
96,"Nisipeanu, Liviu-Dieter",GER,2655,1976
97,"Nielsen, Peter Heine",DEN,2655,1973
98,"Zhigalko, Sergei",BLR,2654,1989
99,"Melkumyan, Hrant",ARM,2654,1989
100,"Meier, Georg",GER,2654,1987
101,"Volokitin, Andrei",UKR,2654,1986
1,"Carlsen, Magnus",NOR,2876,1990
2,"Caruana, Fabiano",ITA,2805,1992
3,"Anand, Viswanathan",IND,2804,1969
4,"Nakamura, Hikaru",USA,2802,1987
5,"Topalov, Veselin",BUL,2798,1975
6,"Kramnik, Vladimir",RUS,2783,1975
7,"Grischuk, Alexander",RUS,2781,1983
8,"Aronian, Levon",ARM,2780,1982
9,"So, Wesley",USA,2778,1993
10,"Giri, Anish",NED,2773,1994
11,"Jakovenko, Dmitry",RUS,2759,1983
12,"Karjakin, Sergey",RUS,2753,1990
13,"Gelfand, Boris",ISR,2751,1968
14,"Navara, David",CZE,2751,1985
15,"Ding, Liren",CHN,2749,1992
16,"Wojtaszek, Radoslaw",POL,2749,1987
17,"Li, Chao b",CHN,2748,1989
18,"Dominguez Perez, Leinier",CUB,2746,1983
19,"Tomashevsky, Evgeny",RUS,2745,1987
20,"Svidler, Peter",RUS,2740,1976
21,"Adams, Michael",ENG,2740,1971
22,"Radjabov, Teimour",AZE,2738,1987
23,"Mamedyarov, Shakhriyar",AZE,2735,1985
24,"Vitiugov, Nikita",RUS,2734,1987
25,"Harikrishna, P.",IND,2733,1986
26,"Ivanchuk, Vassily",UKR,2733,1969
27,"Wang, Yue",CHN,2726,1987
28,"Vachier-Lagrave, Maxime",FRA,2723,1990
29,"Naiditsch, Arkadij",GER,2722,1985
30,"Wei, Yi",CHN,2721,1999
31,"Nepomniachtchi, Ian",RUS,2720,1990
32,"Fressinet, Laurent",FRA,2720,1981
33,"Andreikin, Dmitry",RUS,2718,1990
34,"Eljanov, Pavel",UKR,2718,1983
35,"Yu, Yangyi",CHN,2715,1994
36,"Leko, Peter",HUN,2714,1979
37,"Morozevich, Alexander",RUS,2711,1977
38,"Ponomariov, Ruslan",UKR,2711,1983
39,"Moiseenko, Alexander",UKR,2707,1980
40,"Wang, Hao",CHN,2704,1989
41,"Kasimdzhanov, Rustam",UZB,2704,1979
42,"Rublevsky, Sergei",RUS,2702,1974
43,"Ni, Hua",CHN,2701,1983
44,"Almasi, Zoltan",HUN,2700,1976
45,"Shirov, Alexei",LAT,2699,1972
46,"Malakhov, Vladimir",RUS,2699,1980
47,"Korobov, Anton",UKR,2698,1985
48,"Howell, David W L",ENG,2698,1990
49,"Matlakov, Maxim",RUS,2696,1991
50,"Bu, Xiangzhi",CHN,2696,1985
51,"Bacrot, Etienne",FRA,2695,1983
52,"Kryvoruchko, Yuriy",UKR,2695,1986
53,"Jobava, Baadur",GEO,2693,1983
54,"Le, Quang Liem",VIE,2693,1991
55,"Vallejo Pons, Francisco",ESP,2686,1982
56,"McShane, Luke J",ENG,2685,1984
57,"Short, Nigel D",ENG,2683,1965
58,"Cheparinov, Ivan",BUL,2681,1986
59,"Rodshtein, Maxim",ISR,2678,1989
60,"Bruzon Batista, Lazaro",CUB,2677,1982
61,"Hammer, Jon Ludvig",NOR,2677,1990
62,"Hou, Yifan",CHN,2676,1994
63,"Ragger, Markus",AUT,2676,1988
64,"Polgar, Judit",HUN,2675,1976
65,"Lysyj, Igor",RUS,2674,1987
66,"Fedoseev, Vladimir",RUS,2674,1995
67,"Robson, Ray",USA,2674,1994
68,"Sargissian, Gabriel",ARM,2673,1983
69,"Rapport, Richard",HUN,2671,1996
70,"Kamsky, Gata",USA,2669,1974
71,"Inarkiev, Ernesto",RUS,2668,1985
72,"Berkes, Ferenc",HUN,2664,1985
73,"Negi, Parimarjan",IND,2664,1993
74,"Smirin, Ilia",ISR,2663,1968
75,"Sjugirov, Sanan",RUS,2662,1993
76,"Ivanisevic, Ivan",SRB,2662,1977
77,"Nguyen, Ngoc Truong Son",VIE,2662,1990
78,"Onischuk, Alexander",USA,2662,1975
79,"Dubov, Daniil",RUS,2661,1996
80,"Najer, Evgeniy",RUS,2661,1977
81,"Artemiev, Vladislav",RUS,2660,1998
82,"Sadler, Matthew D",ENG,2659,1974
83,"Balogh, Csaba",HUN,2659,1987
84,"Riazantsev, Alexander",RUS,2658,1985
85,"Kovalenko, Igor",LAT,2657,1988
86,"Grachev, Boris",RUS,2657,1986
87,"Laznicka, Viktor",CZE,2657,1988
88,"Tkachiev, Vladislav",FRA,2657,1973
89,"Areshchenko, Alexander",UKR,2656,1986
90,"Shankland, Samuel L",USA,2656,1991
91,"Movsesian, Sergei",ARM,2655,1978
92,"Nielsen, Peter Heine",DEN,2655,1973
93,"Nisipeanu, Liviu-Dieter",GER,2654,1976
94,"Meier, Georg",GER,2654,1987
95,"Volokitin, Andrei",UKR,2654,1986
96,"Zhigalko, Sergei",BLR,2654,1989
97,"Khairullin, Ildar",RUS,2653,1990
98,"Van Wely, Loek",NED,2653,1972
99,"Granda Zuniga, Julio E",PER,2652,1967
100,"Alekseev, Evgeny",RUS,2651,1985
1,"Carlsen, Magnus",NOR,2853,1990
2,"Anand, Viswanathan",IND,2816,1969
3,"Topalov, Veselin",BUL,2816,1975
4,"Nakamura, Hikaru",USA,2814,1987
5,"Caruana, Fabiano",USA,2797,1992
6,"Giri, Anish",NED,2791,1994
7,"Kramnik, Vladimir",RUS,2783,1975
8,"So, Wesley",USA,2780,1993
9,"Grischuk, Alexander",RUS,2771,1983
10,"Aronian, Levon",ARM,2765,1982
11,"Jakovenko, Dmitry",RUS,2757,1983
12,"Karjakin, Sergey",RUS,2753,1990
13,"Gelfand, Boris",ISR,2751,1968
14,"Ding, Liren",CHN,2749,1992
15,"Li, Chao b",CHN,2748,1989
16,"Tomashevsky, Evgeny",RUS,2745,1987
17,"Adams, Michael",ENG,2740,1971
18,"Svidler, Peter",RUS,2740,1976
19,"Radjabov, Teimour",AZE,2738,1987
20,"Yu, Yangyi",CHN,2736,1994
21,"Dominguez Perez, Leinier",CUB,2736,1983
22,"Mamedyarov, Shakhriyar",AZE,2735,1985
23,"Vitiugov, Nikita",RUS,2734,1987
24,"Wojtaszek, Radoslaw",POL,2733,1987
25,"Harikrishna, P.",IND,2733,1986
26,"Vachier-Lagrave, Maxime",FRA,2731,1990
27,"Ivanchuk, Vassily",UKR,2728,1969
28,"Navara, David",CZE,2724,1985
29,"Wei, Yi",CHN,2724,1999
30,"Andreikin, Dmitry",RUS,2723,1990
31,"Eljanov, Pavel",UKR,2723,1983
32,"Wang, Yue",CHN,2716,1987
33,"Leko, Peter",HUN,2714,1979
34,"Morozevich, Alexander",RUS,2711,1977
35,"Ponomariov, Ruslan",UKR,2711,1983
36,"Moiseenko, Alexander",UKR,2710,1980
37,"Nepomniachtchi, Ian",RUS,2709,1990
38,"Fressinet, Laurent",FRA,2707,1981
39,"Wang, Hao",CHN,2705,1989
40,"Kasimdzhanov, Rustam",UZB,2704,1979
41,"Ni, Hua",CHN,2703,1983
42,"Shirov, Alexei",LAT,2702,1972
43,"Rublevsky, Sergei",RUS,2702,1974
44,"Almasi, Zoltan",HUN,2700,1976
45,"Korobov, Anton",UKR,2699,1985
46,"Le, Quang Liem",VIE,2699,1991
47,"Malakhov, Vladimir",RUS,2699,1980
48,"Howell, David W L",ENG,2698,1990
49,"Bu, Xiangzhi",CHN,2695,1985
50,"Kryvoruchko, Yuriy",UKR,2695,1986
51,"Bacrot, Etienne",FRA,2693,1983
52,"Jobava, Baadur",GEO,2693,1983
53,"Matlakov, Maxim",RUS,2691,1991
54,"Naiditsch, Arkadij",GER,2690,1985
55,"Ragger, Markus",AUT,2688,1988
56,"Vallejo Pons, Francisco",ESP,2686,1982
57,"McShane, Luke J",ENG,2685,1984
58,"Cheparinov, Ivan",BUL,2683,1986
59,"Short, Nigel D",ENG,2683,1965
60,"Kovalenko, Igor",LAT,2682,1988
61,"Robson, Ray",USA,2680,1994
62,"Rodshtein, Maxim",ISR,2678,1989
63,"Hammer, Jon Ludvig",NOR,2677,1990
64,"Hou, Yifan",CHN,2676,1994
65,"Polgar, Judit",HUN,2675,1976
66,"Sargissian, Gabriel",ARM,2673,1983
67,"Kamsky, Gata",USA,2672,1974
68,"Lysyj, Igor",RUS,2671,1987
69,"Rapport, Richard",HUN,2671,1996
70,"Bruzon Batista, Lazaro",CUB,2669,1982
71,"Inarkiev, Ernesto",RUS,2668,1985
72,"Fedorchuk, Sergey A.",UKR,2664,1981
73,"Fedoseev, Vladimir",RUS,2664,1995
74,"Berkes, Ferenc",HUN,2664,1985
75,"Negi, Parimarjan",IND,2664,1993
76,"Smirin, Ilia",ISR,2663,1968
77,"Ivanisevic, Ivan",SRB,2662,1977
78,"Nguyen, Ngoc Truong Son",VIE,2662,1990
79,"Onischuk, Alexander",USA,2662,1975
80,"Sjugirov, Sanan",RUS,2662,1993
81,"Tkachiev, Vladislav",FRA,2661,1973
82,"Dubov, Daniil",RUS,2661,1996
83,"Najer, Evgeniy",RUS,2661,1977
84,"Artemiev, Vladislav",RUS,2660,1998
85,"Balogh, Csaba",HUN,2659,1987
86,"Sadler, Matthew D",ENG,2659,1974
87,"Grachev, Boris",RUS,2657,1986
88,"Laznicka, Viktor",CZE,2657,1988
89,"Shankland, Samuel L",USA,2656,1991
90,"Nielsen, Peter Heine",DEN,2655,1973
91,"Meier, Georg",GER,2654,1987
92,"Nisipeanu, Liviu-Dieter",GER,2654,1976
93,"Volokitin, Andrei",UKR,2654,1986
94,"Zhigalko, Sergei",BLR,2654,1989
95,"Kuzubov, Yuriy",UKR,2653,1990
96,"Movsesian, Sergei",ARM,2653,1978
97,"Khairullin, Ildar",RUS,2653,1990
98,"Efimenko, Zahar",UKR,2652,1985
99,"Granda Zuniga, Julio E",PER,2652,1967
100,"Riazantsev, Alexander",RUS,2651,1985
101,"Areshchenko, Alexander",UKR,2651,1986
1,"Carlsen, Magnus",NOR,2853,1990
2,"Anand, Viswanathan",IND,2816,1969
3,"Topalov, Veselin",BUL,2816,1975
4,"Nakamura, Hikaru",USA,2814,1987
5,"Caruana, Fabiano",USA,2808,1992
6,"Giri, Anish",NED,2793,1994
7,"So, Wesley",USA,2779,1993
8,"Kramnik, Vladimir",RUS,2777,1975
9,"Grischuk, Alexander",RUS,2771,1983
10,"Ding, Liren",CHN,2770,1992
11,"Aronian, Levon",ARM,2765,1982
12,"Jakovenko, Dmitry",RUS,2759,1983
13,"Karjakin, Sergey",RUS,2753,1990
14,"Li, Chao b",CHN,2748,1989
15,"Tomashevsky, Evgeny",RUS,2747,1987
16,"Gelfand, Boris",ISR,2741,1968
17,"Harikrishna, P.",IND,2740,1986
18,"Adams, Michael",ENG,2740,1971
19,"Svidler, Peter",RUS,2739,1976
20,"Radjabov, Teimour",AZE,2738,1987
21,"Dominguez Perez, Leinier",CUB,2736,1983
22,"Mamedyarov, Shakhriyar",AZE,2735,1985
23,"Wojtaszek, Radoslaw",POL,2733,1987
24,"Vachier-Lagrave, Maxime",FRA,2731,1990
25,"Yu, Yangyi",CHN,2726,1994
26,"Ivanchuk, Vassily",UKR,2726,1969
27,"Wei, Yi",CHN,2725,1999
28,"Navara, David",CZE,2724,1985
29,"Eljanov, Pavel",UKR,2723,1983
30,"Wang, Yue",CHN,2721,1987
31,"Andreikin, Dmitry",RUS,2720,1990
32,"Vitiugov, Nikita",RUS,2719,1987
33,"Leko, Peter",HUN,2714,1979
34,"Ni, Hua",CHN,2713,1983
35,"Bu, Xiangzhi",CHN,2712,1985
36,"Howell, David W L",ENG,2712,1990
37,"Morozevich, Alexander",RUS,2711,1977
38,"Ponomariov, Ruslan",UKR,2711,1983
39,"Fressinet, Laurent",FRA,2710,1981
40,"Moiseenko, Alexander",UKR,2710,1980
41,"Wang, Hao",CHN,2705,1989
42,"Nepomniachtchi, Ian",RUS,2705,1990
43,"Kasimdzhanov, Rustam",UZB,2704,1979
44,"Kovalenko, Igor",LAT,2702,1988
45,"Rublevsky, Sergei",RUS,2702,1974
46,"Shirov, Alexei",LAT,2702,1972
47,"Almasi, Zoltan",HUN,2700,1976
48,"Korobov, Anton",UKR,2699,1985
49,"Le, Quang Liem",VIE,2699,1991
50,"Kryvoruchko, Yuriy",UKR,2697,1986
51,"Bacrot, Etienne",FRA,2694,1983
52,"Cheparinov, Ivan",BUL,2690,1986
53,"Matlakov, Maxim",RUS,2689,1991
54,"Ragger, Markus",AUT,2688,1988
55,"Vallejo Pons, Francisco",ESP,2686,1982
56,"Naiditsch, Arkadij",AZE,2685,1985
57,"Malakhov, Vladimir",RUS,2683,1980
58,"Robson, Ray",USA,2680,1994
59,"Short, Nigel D",ENG,2678,1965
60,"Rodshtein, Maxim",ISR,2678,1989
61,"Hammer, Jon Ludvig",NOR,2677,1990
62,"Polgar, Judit",HUN,2675,1976
63,"McShane, Luke J",ENG,2674,1984
64,"Lysyj, Igor",RUS,2673,1987
65,"Sargissian, Gabriel",ARM,2673,1983
66,"Artemiev, Vladislav",RUS,2671,1998
67,"Hou, Yifan",CHN,2671,1994
68,"Rapport, Richard",HUN,2671,1996
69,"Kamsky, Gata",USA,2670,1974
70,"Smirin, Ilia",ISR,2669,1968
71,"Nisipeanu, Liviu-Dieter",GER,2667,1976
72,"Laznicka, Viktor",CZE,2665,1988
73,"Jobava, Baadur",GEO,2664,1983
74,"Sjugirov, Sanan",RUS,2664,1993
75,"Negi, Parimarjan",IND,2664,1993
76,"Granda Zuniga, Julio E",PER,2663,1967
77,"Khairullin, Ildar",RUS,2662,1990
78,"Ivanisevic, Ivan",SRB,2662,1977
79,"Nguyen, Ngoc Truong Son",VIE,2662,1990
80,"Onischuk, Alexander",USA,2662,1975
81,"Areshchenko, Alexander",UKR,2661,1986
82,"Saric, Ivan",CRO,2661,1990
83,"Tkachiev, Vladislav",FRA,2661,1973
84,"Inarkiev, Ernesto",RUS,2660,1985
85,"Fedoseev, Vladimir",RUS,2659,1995
86,"Berkes, Ferenc",HUN,2659,1985
87,"Bruzon Batista, Lazaro",CUB,2659,1982
88,"Balogh, Csaba",HUN,2659,1987
89,"Sadler, Matthew D",ENG,2659,1974
90,"Motylev, Alexander",RUS,2658,1979
91,"Najer, Evgeniy",RUS,2658,1977
92,"Bukavshin, Ivan",RUS,2655,1995
93,"Shankland, Samuel L",USA,2655,1991
94,"Nielsen, Peter Heine",DEN,2655,1973
95,"Dubov, Daniil",RUS,2654,1996
96,"Zvjaginsev, Vadim",RUS,2654,1976
97,"Van Wely, Loek",NED,2654,1972
98,"Zhigalko, Sergei",BLR,2654,1989
99,"Fedorchuk, Sergey A.",UKR,2653,1981
100,"Popov, Ivan",RUS,2653,1990
101,"Movsesian, Sergei",ARM,2653,1978
1,"Carlsen, Magnus",NOR,2853,1990
2,"Anand, Viswanathan",IND,2816,1969
3,"Topalov, Veselin",BUL,2816,1975
4,"Nakamura, Hikaru",USA,2814,1987
5,"Caruana, Fabiano",USA,2808,1992
6,"Giri, Anish",NED,2793,1994
7,"Ding, Liren",CHN,2782,1992
8,"Kramnik, Vladimir",RUS,2777,1975
9,"So, Wesley",USA,2773,1993
10,"Grischuk, Alexander",RUS,2771,1983
11,"Aronian, Levon",ARM,2765,1982
12,"Karjakin, Sergey",RUS,2762,1990
13,"Tomashevsky, Evgeny",RUS,2758,1987
14,"Li, Chao b",CHN,2756,1989
15,"Jakovenko, Dmitry",RUS,2748,1983
16,"Vachier-Lagrave, Maxime",FRA,2744,1990
17,"Adams, Michael",ENG,2742,1971
18,"Wojtaszek, Radoslaw",POL,2741,1987
